target_month,month_end_date,trading_days_in_month,realized_volatility,forecast_previous_month_rv,forecast_six_month_rv,forecast_gjr_garch,forecast_egarch,estimation_sample_size_days
2012-08,2012-08-31,22,0.35343030523736424,0.39478755313630565,0.4812331680842021,0.3359814803527709,1.0660761357406185,4299
2012-09,2012-09-28,21,0.5350598081482572,0.35343030523736424,0.47912665177702235,0.3323584174448477,0.9364794734502838,4321
2012-10,2012-10-26,19,0.5409981131551741,0.5350598081482572,0.49962780358351044,0.3334412656555417,1.001493779306478,4342
2012-11,2012-11-30,20,0.5652364602757348,0.5409981131551741,0.4814254470925495,0.3227539700437667,0.8680464684873638,4361
2012-12,2012-12-31,20,0.5988642583461193,0.5652364602757348,0.4627548358910173,0.32430992257544294,0.8976090225558518,4381
2013-01,2013-01-31,19,0.7980779636719576,0.5988642583461193,0.4883016883176821,0.4130365680136894,1.3219625908465107,4401
2013-02,2013-02-28,16,0.9183285712036894,0.7980779636719576,0.5524393065532489,0.3241001613294873,0.8616630894480463,4420
2013-03,2013-03-28,20,0.726558275918091,0.9183285712036894,0.6201081319869348,0.3388055718039387,1.0756623217978507,4436
2013-04,2013-04-30,19,0.6711050985579403,0.726558275918091,0.6518096882804931,0.32931692153574643,0.9431565845643948,4456
2013-05,2013-05-31,22,0.5394622940505318,0.6711050985579403,0.6658186754283383,0.32852423936279657,0.9460230700491428,4475
2013-06,2013-06-28,20,0.6437731572307177,0.5394622940505318,0.6654545951600959,0.36870740430261656,1.0522254078416626,4497
2013-07,2013-07-31,21,0.5101816169692709,0.6437731572307177,0.6724699309572106,0.33285702790770116,1.038411433749726,4517
2013-08,2013-08-30,23,0.6663864444962677,0.5101816169692709,0.632839377265129,0.32104353208320113,0.7441661771282421,4538
2013-09,2013-09-30,20,0.7112361089673925,0.6663864444962677,0.6144616688063533,0.32479285419267173,0.8901345470047916,4561
2013-10,2013-10-31,22,0.6759971334412526,0.7112361089673925,0.6117272958983608,0.33084967096005946,0.8938786801126135,4581
2013-11,2013-11-27,21,0.7396089219534929,0.6759971334412526,0.6143408308026351,0.3265021533454323,0.8870209057840066,4603
2013-12,2013-12-31,20,0.7521979191857597,0.7396089219534929,0.6404765110811902,0.32360275291823093,0.8429519119626646,4624
2014-01,2014-01-31,17,0.6453106907574415,0.7521979191857597,0.6516576404635057,0.3272467067300072,0.8607565893224327,4644
2014-02,2014-02-28,18,0.6395397857713142,0.6453106907574415,0.6781402951899854,0.34390154775224085,1.082477493562055,4661
2014-03,2014-03-31,23,0.5675889759406296,0.6395397857713142,0.6619615340942288,0.326496360166064,0.9004667474779005,4679
2014-04,2014-04-30,18,0.6878622646631566,0.5675889759406296,0.6459720555627793,0.344911453024406,1.0311140377171828,4702
2014-05,2014-05-30,20,0.5834936219744578,0.6878622646631566,0.6362953216795691,0.32641461820317047,0.9248495105221172,4720
2014-06,2014-06-30,20,0.44897386641688897,0.5834936219744578,0.6075189943254731,0.32456183602111244,0.8900348941952763,4740
2014-07,2014-07-31,23,0.4495107469289484,0.44897386641688897,0.5604946791644847,0.31961530280487316,0.782305671055183,4760
2014-08,2014-08-29,21,0.43247197601948867,0.4495107469289484,0.5435786667966491,0.3995169167801482,1.0780899191954396,4783
2014-09,2014-09-30,20,0.5196233568854643,0.43247197601948867,0.5187587467904313,0.32106721123656873,0.8202621398077412,4804
2014-10,2014-10-31,25,0.5520645596653073,0.5196233568854643,0.503752247681237,0.32222510054256476,0.9208152378360411,4824
2014-11,2014-11-26,19,0.5627220051791115,0.5520645596653073,0.4749065090017194,0.368687586980204,1.1867846433676876,4849
2014-12,2014-12-31,19,0.5978501228976539,0.5627220051791115,0.48200732849913785,0.3202979629239892,0.8410861160869045,4868
2015-01,2015-01-30,18,0.5450518390667193,0.5978501228976539,0.5009914060330497,0.3416050501780786,0.934969058711895,4887
2015-02,2015-02-27,19,0.44910576737075647,0.5450518390667193,0.5179550192876762,0.36497289960303886,1.1543039059993287,4905
2015-03,2015-03-31,18,0.4707280044778903,0.44910576737075647,0.5164660236308805,0.3198003322255079,0.7864127341064111,4924
2015-04,2015-04-30,22,0.45811144768680373,0.4707280044778903,0.5067976037777702,0.3474651885787421,1.079081433060885,4942
2015-05,2015-05-29,19,0.3471036180593949,0.45811144768680373,0.4844933437202637,0.3400656633413228,0.9318416837162389,4964
2015-06,2015-06-30,21,0.3770769313713626,0.3471036180593949,0.4520804395617559,0.3265428892648906,0.902865779591231,4983
2015-07,2015-07-31,21,0.22258623107826392,0.3770769313713626,0.42169670986367125,0.34281926452513484,1.002179305581231,5004
2015-08,2015-08-31,21,0.3525636505452463,0.22258623107826392,0.38010807442160943,0.3174690772409041,0.8816092042540201,5025
2015-09,2015-09-30,23,0.35239740538486297,0.3525636505452463,0.36628790841829106,0.3513710414911417,1.2125208152404483,5046
2015-10,2015-10-30,23,0.4336841298464569,0.35239740538486297,0.3539993142629607,0.43340539570223036,1.398391746940061,5069
2015-11,2015-11-30,18,0.3874314950217545,0.4336841298464569,0.3469594682858425,0.3236981178385105,0.9260359844660577,5092
